Review,Sentiment,ReviewType,counter_value,frag_count
charging time is also okay.,2,0,505,2
"camera performance in daylight is really impressive, average at night.",2,0,505,3
cpu performance is okay but not great for heavy usage.,2,0,505,4
"this phone is more dedicated for entertainment purposes like videos, movies, web series etc.",2,0,505,5
very nice product from samsung it has long lasting battery on normal usage it lasts about 2 days and game booster enables to play games like pubg and freebie smoothly nice rear camera and front camera it has option like slow motion superslowmotion paranoia effect anyway very haply with the product!!!!!!!!!!,4,0,507,0
especially battery this really drives to run at least 2-3 days.,3,0,509,0
also this device is light weight and fits to pocket smoothly.,3,0,509,1
especially i like the one of samsung which delivers the professional version of android os.,3,0,509,2
photo quality is the another highlight of the samsung m1 this is really great.,3,0,509,3
though battery life is not as expected,1,0,511,0
full charging time 15 hour,2,0,515,0
camera quality is very good with bright and colourful photos.,4,0,517,0
enhancement to the photo quality through triple camera and a powerful front camera enhances user delight.,3,0,517,1
"processing speed is fast and screens are easy to navigate, a typical samsung advantage.",3,0,517,2
strongly recommended for anyone looking for a 6 gb ram phone in this price.,3,0,517,4
display is fabulous.,4,0,519,0
no heating issue.,3,0,519,1
battery performance is very good.,4,0,519,2
taking 3 hrs to get fully charged.,2,0,519,3
camera is doing a nice job.,3,0,519,4
battery takes very long to charge,1,0,521,0
poor quality pictures even with 48 mp camera,1,0,521,1
"camera- very good camera, has a lot of modes like hyperlapse, super slow motion, etc.",4,0,523,0
front camera is also awesome.,4,0,523,1
"screen- very nice screen, it's very vibrant, colours are very good.",4,0,523,2
performance- i am using the 6 gb ram 128gb storage variant and games work beautifully.,3,0,523,3
"i play arena free fire on this mobile, no lag  no issues, best.",3,0,523,4
display yellowish.,1,2,525,0
"battery charging time is too high, it drains very fast.",1,0,525,1
poor quality charger.,1,0,525,2
fhd video clarity not good.,1,0,525,3
battery is good ....camera  is not that much good when its comparing with red phones  .. processor is good and speed ...but within 3 days my phone's system is stuck sometimes  ...even when i didn't use it for long time...,2,2,527,0
1.the display is flagship level,3,0,531,0
battery life blew my mind.,4,0,531,1
i watched a 2 hour movie and battery dropped just 6%.,2,0,531,2
3.camera is also top notch.,3,0,531,3
i was confused between realme 6 and m1 and i am happy i went with m1.,3,0,531,4
m1 is the best smartphone by far in this price interim of processors  terry life  camera n ram n it body set .,4,0,533,0
good camera.,3,0,535,0
but sometimes there is disturbance /problem in network.,1,2,535,1
i found the signal reception power is low in comparison with other mobiles in somewhere.,1,0,535,2
it also i believe that the network problem may be rectified by updating the software as it is samsung.,2,1,535,3
user interface is superb.,3,0,537,0
touch is class and i loved it...battery is large but performing good not best.,3,0,537,1
samsung m1 comes with amoled display with full hd resolution.,2,0,541,0
the mobile was very lighter in weight though it has 6000mah battery capacity.,3,0,541,1
good battery life.,3,0,541,2
always on display.,2,0,541,3
position of the volume button was too high.,1,2,541,4
it takes more time for full charging,1,0,541,5
"the camera quality is awesome both front and rear but one thing, the upper part of the body at the back along with the face of camera at the rear becoming hot after taking few shots.",2,2,543,0
the sound quality is good and it is awesome if played in bluetooth headset.,3,0,543,1
overall good but the camera is becoming hot.,2,2,543,2
"received defective product panel was not totally closed,a gap was present in between panel and front body when received.",1,2,545,0
amazing battery,4,0,547,0
good display,3,0,547,1
good camera for the price range,3,0,547,2
fingerprint reader is a bit slow,1,0,547,3
i has some best features such as all apps can be converted in to dark mode in just one click and fingurescanner can be used to drag the notification bar which is best for me.,3,0,549,0
thanks samsung for making such product with long lasting battery life.,3,0,549,1
battery life is amazing.,4,0,551,0
just the charging capacity needed to be much more than 15 w because it takes too much time to charge 6000mah battery.,1,3,551,1
camera is amazing.,4,0,551,2
the fingerprint scanner at the back is a bit of problem.,1,2,551,3
"fantastic_48mp camera,",4,0,555,0
"very nice_superamoled display,",3,0,555,1
fast charge--given 15 w charger is not enough for fast charging huge 6000mah battery.,1,0,555,2
the front camera of mrs is 16 mp and m1 have 20 mp.,2,0,557,0
the phone does't even turned on and it's not getting charged also.,1,2,559,0
"if you want to return this item you have to install one smartchek app and diagnose the issue, otherwise amazon will arrange an inspection service at your delivery address and you'll get a replacement only if the technician is convinced.",2,1,559,1
"the galaxy m1 has a crisp 6.4-inch amoled display, it is powered by the exynos 9611 soc and i purchased 6 gb+128gb handset which is not that much costly as compared to others handsets,it packs in a monstrous 6,000mah battery which is it's best feature!!",3,0,561,0
camera is also great in short a phone with all features and that to at such an affordable price!!,3,0,561,1
"fingerprint reader,face scan work really well, 6000mah makes this phone really a monster,triple rear camera is great,live focus feature is so... good",4,0,563,0
"samsung m1 is really a monster ,at an affordable price,exynos processor gives smooth performance,amoled display is amazing,dolby atoms sound quality,other features like blue light filter,do not disturb modes are helpful",3,0,563,1
display size is 6+inches.,2,0,563,2
while watching videos.. it buffers at every 1 min..,1,2,565,1
cam shutter speed deadly slow..takes 10 times  if you need to capture a moving object.. even a puppy.,1,0,565,2
battery excellent.,4,0,565,3
this takes 8 hours to charging......,1,0,567,0
"fingerprint ok,camera not good,battery life is very best but charging time is too late",2,0,567,1
"you cannon find a better camera, screen and battery in this price range.",2,0,569,0
the processor might not be the best but i have used it for about 10 days now and the performance is good enough.,3,0,569,1
the 6 gb of ram is able to handle multi taking easily.,2,0,569,3
i am able to use split screen to listen to music alongside maybe fb or twitter without any issues.,2,0,569,4
"beauty and the beast"" combination with super amoled display with monster battery life.",3,0,573,0
"processor had to be better, dolby atoms had to work without  earphone, but an outstanding  phone....love  it..before  packing  the  product  should be  free  from  corona",4,0,575,0
fingerprint reader battery life camera all three are very satisfying things in which the mobile have.,3,0,577,0
but one thing i want to mention charging speed is little slow bcs 6000mah battery is present so extra fast speed charging charger will be fabricated by company in future smart phones  ,2,1,577,1
"super amoled display, compact screen size, very good cameras and a 6000 mah battery is just awesome at this price.",4,0,579,0
"screen experience is top .bright and vivid colors,",3,0,579,3
when it comes to camera well it is very good under good lighting conditions.,3,0,579,4
overall cameras are very good.,3,0,579,5
"even after having 6000mah battery, the battery backup is very pathetic..even without gaming, videos playback phone didn't last one day.",0,0,581,0
"one ui of samsung on this device is utterly rubbish...disabled maximum possible samsung bloatware and without opening any other apps, the ram available is just 1.2 gb.",0,0,581,1
doing multitasking phone lags and freezes eventually.,1,2,581,2
really poor because of samsung add-ons,1,0,581,3
battery life excellent,4,0,583,0
finger sensor is ok better if sensor is in front rather than at back panel.,2,3,583,1
1.best screen quality,4,0,585,0
audio quality through speakers and headphone (dolby atoms) are just perfect.,3,0,585,1
the battery is just awesome from full charging i got 18 hrs with moderate usage and and,4,0,585,2
the camera quality is best in live focus and and the software of  main camera need improvement little bit,2,3,585,3
and one ui minor freezes rarely,2,2,585,4
pros-very good battery life and awesome display.,4,0,587,0
battery will last for a whole day with heavy usage.,2,0,587,2
low sar value makes the phone much safer than others.,3,0,587,3
cons-charging of phone takes nearly 3 hrs,1,0,587,4
"because of low sar value,wife connectectivity from longer distance will be an issue.",1,2,587,5
"strongly recommended for those need more battery life,very good display and low radiation level is the main priority as i am.",3,0,587,6
firstly i should tell display which is very good for eyes because of samoleded,3,0,589,0
also huge battery good for gaming or any things,3,0,589,2
super battery life.. super display..super processes,4,0,591,0
after long time the samsung launches a good mobile within budget  with awesome  camera and battery.,3,0,593,0
i played  pubg mobile attest 6 hour after 1 time charging.,2,0,593,1
the best part is the battery.,3,0,597,0
i have been using this phone for about a week and there's not a slightest problem with the battery.,3,0,597,1
the 15 w charger works better than i thought and is fast enough.,3,0,597,2
camera is great.,3,0,597,3
"48 mega pixels works awesome and the ultrawide sensor just astonished me, it captures a lot.",4,0,597,4
"camera, battery life, picture quality, sound everything looks good.",3,0,599,0
however the phone is heating up while charging.,1,2,599,3
"but apart from this heating issue, i think it serves me well.",2,0,599,4
overall it was an average buy product because of battery life.,2,0,601,0
it seems that it has only 4000 mah battery usually drained out within 36 hours with below regular usage .,2,0,601,1
fast charging  also is just a name with this product it took 4 hours to charge the product full.,1,0,601,2
camera result was fair .,2,0,601,3
phone weight is bit heavy.,2,0,601,4
battery performance is really good and best for this price.,4,5,603,0
"sleek and slim , look wise very classy and ravenblack color looks awesome.",4,5,603,1
display is very bright and vivid.,3,5,603,2
camera performance is satisfactory and real good photo quality.,3,5,603,3
ram performance is best.,4,5,603,4
"best mid range smartphone for this type of massive battery, processor is also good, fingerprint also works well in this smartphone.",4,5,605,0
i also bought samsung m 30 s earlier and now this smartphone.,2,5,605,2
camera quality is good,3,5,607,0
display awesome,4,5,607,1
battery life awesome,4,5,607,2
network connectivity good (with dual vote support),3,5,607,3
user interface awesome,4,5,607,4
overall performance for normal uses awesome,4,5,607,5
light weight,2,5,607,6
sound quality is good but not loud  ,2,5,607,7
charging speed slow (it can take apron 2.5 hrs to full charge),1,5,607,8
good storage 128 gb and good battery life of 1 to 2 days.,3,5,609,0
good storage 128 gb and good battery life of 1 to 2 days.,3,5,609,1
performance.,2,5,609,2
good cameras quality due to features of new cameras app bixby vision of samsung electronics.,3,5,609,3
it's with samsung exynos 9611 processor with good performance.,3,5,609,4
due to plastic back cover low weight.,2,5,609,5
good security features.,3,5,609,6
as no one offers us 6000 mah battery it is the first important feature of this mobile phone.,3,5,611,0
camera can be improved but very good at this price.,3,5,611,1
"massive battery, amoled display, light weight , good camera.",3,5,613,0
"where as other brands are giving ips lcd display, samsung is giving  super amoled displays.",2,5,613,3
if you want a phone that can give you 10+ hour screen time usage then buy this.,2,5,615,1
also the amoled display is good too but not dn10 supported.,2,5,615,2
"this phone is just amazing, whether it's camera, battery, fast charging (18 w).",4,5,617,0
"but one thing samsung needs to change immediately in mid range phones is processor, in means that since long time they are using exynos 9611 &amp; seriously needs to change..",1,5,617,1
"the camera ,battery and display is the best thing in this phone and in this price .",3,5,619,0
a little issue in this phone is it heats quickly in if you are living in cold temperature area this should be a best option for you .,2,5,619,1
great display,3,5,621,0
fingerprint reader very fast and sensitive,3,5,621,1
slight heating up issue,1,5,621,2
battery life ok but not like 6000mah takes 2 hrs 45 mins to full charge..,2,5,621,3
camera quality ok ok type,2,5,621,4
"earphone output good dolby atoms but its mic is not recording any sound, while calling other person can not hear anything..",1,5,621,5
"excellent phone in that range,battery backup is soo good,and awesome camera quality",4,5,623,0
"using samsung product after 5 years again, must say not disappointed as of now, hope battery does't start exploding again :-) :-)",1,5,625,0
"just one addition and observation keypad hangs at times while typing, need to close the app and restart again",2,5,625,1
"this is an amazing phone... if you need some highly powerful in terms of gaming, battery life as well as camera you undoubtedly can go through this product...",4,5,627,0
"i am reviewing this after 10 day of use and believe me.. it is truly a monster.. fingerprint sensor,  face unlock are doing great job... and the camera is just class apart",4,5,627,1
and the battery is so powerful that a whole day pubg will run only 50% of it ... it's just amazing,4,5,627,2
"best from samsung at this budget , the ai in phones camera is the best thing of all.",4,5,629,0
and the display is awesome as always by samsung.,4,5,629,1
the processor is good for multitasking.,3,5,629,2
"battery is awesome , 18 w charger is good but more was expected.",3,5,629,3
this mobile is very weak in catching the network signal where strong signal is available.,1,5,631,0
heating issues are there.,1,5,631,1
first of all the weight management from samsung is awesome,3,5,633,0
although it having 6000mah battery it feels very light weight in our hand..cam quality is superb mainly in day light condition(both front and rear cam)...very good mobile for light and medium gaming,3,5,633,1
for daily usage it a killer...the ui is pretty god..overall best samsung budget mobile...if ur budget is 20 k and u are a medium gamer just go for it and save money.. ,3,5,633,2
display very nice,3,5,635,0
battery  good  but not a very good 6000=5000 mah,3,5,635,1
sound quality very nice,3,5,635,2
screen very good,3,5,635,3
"this is a great phone in every aspects, the price, the main cam in daylight, massive battery backup, smooth ui.",4,5,637,0
it has ok signal reception.. not low nor high.,2,5,637,1
m1 is way better than those chinese red phones which gives you better performance at the cost of bad user experience and quality.,2,5,637,2
camera is good 4/5,3,5,641,0
battery is also good 4.5/5,3,5,641,1
"user experience (ui, processing speed, memory storages) 4/5.",3,5,641,2
"fast charging also good, taking 30-60 mins to full from 50% of charge.",3,5,641,4
there is no heating issue as i've tested it for 1 day by installing all the apps and playing games.,3,5,641,5
battery life is excellent.,3,5,643,0
"even camera is good, we can take awesome photos from this phone.",4,5,643,1
"screen size is good, because we van easily hold this size device in our hands.",3,5,643,2
amoled display is something which makes samsung different from others,3,5,643,3
no one can beat the gorgeous display of samsung.,4,5,645,1
the screen was broken.,1,5,647,0
there is a cut line on screen.,1,5,647,1
trying to replace but i am not getting any confirmation call or acknowledgement from amazon.,2,5,647,2
the display is awesome.,4,5,651,0
the processor is fast.,3,5,651,1
camera is really good.,3,5,651,2
battery life is insanely long.,4,5,651,3
google play store not working properly &amp; mobile data is consumed too fast.,1,5,653,0
unable to download apps from google play store...very poor performance...pls don't buy this product...totally unsatisfied after spending 15 k for this waste mobile.,0,5,653,1
one ui by samsung is smooth.,3,5,655,0
"the battery lasts for 1.5 days, even after using my phone heavily throughout the day for work and personal purposes(this is absolutely great)",3,5,655,1
"haven't used camera much, but the initial impressions are impressive.",3,5,655,2
i have been struggling to find some good performance + battery backup product and m1 has done this.,3,5,657,0
overall this is v good mobile in terms  of performance + battery .,3,5,657,1
i will not say anything about camera because this is not my requirement but camera is also good,2,5,657,2
"after 11 days battery is not charging,",1,5,659,0
after keeping 3 hours charging it is 55 % charge only,1,5,659,1
"who's fault is this , it is yours responsiblity to  look ,now how can ill shop with you people tell this is called fraud i want answer call me  are you going help me with this ",1,5,659,2
at least you should have given basic screen guard and transparent phone cover.,1,5,661,0
now samsung has even stopped giving earphones along with their phones.,1,5,661,1
awesome battery backup !,4,5,663,0
no need to charge phone uptown 2 days,2,5,663,1
gaming performance beast!,4,5,663,2
camera quality far better than red phones!,3,5,663,3
to many options for great photography,3,5,663,4
3 card slot and no worry about storage!,3,5,663,5
super amoled display is my favorite in,3,5,663,6
volume is ok for me,2,5,663,7
i switch from apple 6 and believe me the screen and battery life is awesome in this budget phone.,4,5,665,0
make sure add a screen protector and back cover along with your order to keep it safe rest this is performed very cool in all sense.,2,5,665,2
it's great to watch videos in the amoled screen.,3,5,667,0
the camera quality is good but sometimes the colours came out very punchy which is annoying ( thinks samsung should put an update about this).,2,5,667,1
display gone today after charging and phone was hearing too much,1,5,669,0
i m shocked on this worst experience of performance of samsung phone that bought just before three days and display of phone is gone.,0,5,669,1
"the camera is good, the fingerprint sensor is a lot better (faster and more accurate) than my old galaxy s8 and the display is really superb!",4,5,673,0
auto-brightness sensor is not well calibrated,1,5,673,3
battery capacity is good but the system is not well optimised which leads to higher battery drain,2,5,673,4
camera pixels are of high resolution the pic.,2,5,675,0
is clear and does't differ even after zooming.,2,5,675,1
battery is monster but still phone is consuming more power that battery lasts for 1 day perfectly while using roughly which should be more,2,5,675,2
i am enjoying this phone hence it's perfect value of money thank you samsung for giving amoled screen at affordable price,4,5,675,3
battery backup 3 days on internet use and very fast mobile.,3,5,677,0
"i have chosen this after a long research and the battery capacity that impress me the most, it takes approx 2 hour to charge and last more than a day.",3,5,679,0
fingerprint sensor is faster than expected.,3,5,679,1
camera quality is not satisfactory as i read in previous reviews,1,5,679,2
heating problem is a measure problem.,1,5,681,0
"the phone is overall a good buy, the only con which i faced is regarding internet based calling app's full screen call notification.",2,5,683,0
"the phone s battery performance, charging time, camera n all r pretty good.",3,5,683,1
super amoled display ( excellent ),4,5,685,0
huge battery 6000 mah backup up to 2 days (awesome),4,5,685,1
3.camera improved when compared to previous m series ( nice),3,5,685,2
5.soc nice performance when compared to exynos 7906,3,5,685,3
fast charging better if samsung will give 20 or 30 w fast charger,2,5,685,4
display and touch sensitivity are excellent,4,5,687,0
dolby sound - not actually,2,5,687,1
battery- too slow...very very slow.,0,5,687,2
i felt charging for half a day.,2,5,687,3
the phone is mind blowing the battery backup is easily for 2 days in single charge the fast charging is too good,4,5,689,0
the screen experience is so smooth with super amoled screen,3,5,689,1
camera is fantastic the quality of camera with 4 k recording the picture quality is so good in zooming the picture you can easily see little thing also,4,5,689,2
screen- crystal clear and very smooth.,3,5,691,0
battery backup-exceptionally good.,4,5,691,1
camera-very good picture quality.,3,5,691,2
sharp and clear images.,3,5,691,3
this product are very bad .charging timing 5:30 minutes in 24%.,1,5,693,0
it's totally a garbage..battery reducing vastly,0,5,695,0
and charging time is 24 hours..camera quality very poor..amazon gave me second hand item and now i could not connect to amazon technician..i called again and again to amazon but they didn't receive my call,0,5,695,1
6 gb ram makes it a super phone and 128gb storage gives us a lot of space to download and save big games and movies,3,5,697,0
the processor is also good.,3,5,697,1
the camera quality is very nice,3,5,697,2
the finger print sensor is also fast and battery is like a powerhouse lot of backup.,3,5,697,3
excellent phone and battery backup is my uses for complete 2 days.,3,5,699,0
and camera quality is super .then very very more important for i am notice that display is very excellent super quality best display in samsung brand mobile their not any compression for other brands .,4,5,699,1
display is very super .,4,5,699,2
battery-9/10(8 hrs of all  continuous usage),3,5,703,0
camera,2,5,703,1
voice calls-10/10,4,5,703,2
consuming 15 gb for only system apps,2,5,703,3
except camera all are superb,2,5,703,4
starting the phone was quite easy was not happy seeing some third party apps.,1,5,705,0
battery backup is also good but charging is little bit slow as expected.,2,5,707,0
camera quality is ok.,2,5,707,1
screen touch is awesome in every aspect.,4,5,707,2
very good battery backup..,3,5,713,0
display quality is very good..but gaming  performance is not good... pubg lags very much..,2,5,713,1
battery is efficient while playing games it last loner.rather than gaming performance of this phone is very good.,3,5,713,2
the battery giving its best power ,3,5,715,0
fingerprints sensor is a little bit slow but the accuracy is good  and,2,5,715,1
last but not least the performance is the best at this budget   ,3,5,715,2
internet issue.,1,5,717,0
battery was unable to charge.,1,5,717,1
restarted mobile and again resume charging.,2,5,717,2
camera is good.,3,5,717,3
"excellent  phone in this range, battery  backup is extraordinary,  camera is superb  specially a selfie camera, look is simple,  little bit heavy in weight.",4,5,719,0
"one drawback  is battery  charging  very slow, it takes near about  5 hours to complete  100% charge when mobile  is off",1,5,719,2
"calling , hotspot , images etc.",2,5,721,0
1 star i have deducted for heating issue and plastic back scratch issue.,1,5,721,1
screen,2,5,721,2
battery,2,5,721,3
"after using 4-5 days issue generate automatically  restarting,  laying issue battery backup low continuously",1,5,723,0
the monster has a long lasting battery.,3,5,725,0
some people might find the fingerprint sensor a little higher for comfort but it works smoothly.,2,5,725,1
camera is pretty good for this price and captures masterpieces in daylight.,3,5,725,2
phone has super amoled display and all applications run smooth with 6 gb ram.,3,5,725,3
it's network  connectivity  needs improvements  over 4 g,1,5,727,0
excellent battery life and nice camera and finger print.,4,5,729,0
the most budget powerful battery 6000mah.,4,5,731,0
both camera are amazing . look wise amazing its look different from other device u shaped notch which makes difference and take great experience .,4,5,731,1
the most important display is really amazing supercooled display . it's makes really like monster . it is most budget powerful a monster mobile . which i like most.,4,5,731,2
network connection efficiency is not so good.,1,5,733,0
the camera is good.,3,5,735,0
the battery service is very good,3,5,735,1
"value for money with amazing battery life and camera, the speaker is also loud and clear and does not hurt your ears",4,5,737,0
the display is very pleasing.,4,5,737,2
"this phone is really a monster interims of battery,camera and display.",3,5,739,0
the processor is also good .,3,5,739,1
"am a heavy mobile user ,even for me the battery stays for 1.5 days , so it's for sure that for a normal user it will last for 2 days",2,5,739,2
awesome battery life.lasts for almost two days . storage is also great at this price range .,4,5,743,0
camera is fabulous with 48 mp back camera . only one drawback is its large size . fingerprint reader is also great .,3,5,743,1
triple rear camera is cool .,3,5,743,2
it offers 6 gb ram also .,2,5,743,3
camera quality is awesome.,4,5,745,0
the best quality i found is the battery life .it lasted about 1.5 days even i used the hotspot for my work life the entire day.,3,5,747,0
"second one is , it is very light inspire of having 6000mah battery",3,5,747,1
"only mistake i found  is the placing of audio jack (it is on the bottom side) ,giving me trouble in handling the phone while using earphone.",1,5,747,2
"better than chinese phone like mi, realme,oppo, vivo.",3,5,749,0
battery life is excellent,4,5,751,0
camera is good,3,5,751,1
not that much light in weight,2,5,751,2
"all good but on extensive use , we can feel some heat ( i m heavy user, 7/8 hours in day).",2,5,751,3
camera is best in this price range. fingerprint must improve. and the main thing is battery.,2,5,753,0
it has a 6000mah battery. it is just good. and not excellent. because i to be honest. i expected more about battery backup. because of the couture reviews.,2,5,753,1
1)camera quality is very good.,3,5,755,0
2) display quality is high.,3,5,755,1
3)mobile processor is very good in this range.,3,5,755,2
we can play video games in high graphics.,3,5,755,3
5) battery life is long.,3,5,755,4
i wanted a phone with good battery life .,2,5,757,0
i charge once in two days if i use it more or once in 3 days .,2,5,757,1
camera quality  is so good which i actually  did not expect  .and touch sense is so smooth .all in all a very good phone . must say a tough competitor for phones of 40 k or 50 k,4,5,757,2
"my device is having issues, the wide angle camera is dirty from inside and the condition is worsening.",1,5,759,0
"the device also has battery issues, and 48 mp camera is not adequate.",1,5,759,1
finger print reader is good and sensitive .,3,5,761,0
now getting battery life up to 1.5 days after full charge and the fast charger  is also good,3,5,761,1
not providing  head set so can include 1 meter cable for charger which is convenient.,2,5,761,2
touch sensitivity and screen resolution is just awesome.,4,5,765,0
2 days battery backup.,2,5,765,1
camera quality is incredible.,4,5,765,2
i bought it 10 days back and i'm really satisfied with it's performance.,3,5,767,0
the battery is everlasting and the fast charging option is cherry on top.,4,5,767,1
no lagging in games;good processor; device does't get heated even after playing for 2 hours straight.,3,5,767,2
front and rear camera is outstanding.,4,5,767,3
delivers awesome camera quality in both light and dark.,3,5,769,0
superb display thanks to sampled.,3,5,769,1
but takes about 3 hrs to full charge which is a major drawback and drains faster as normal 3500 mah battery,1,5,769,2
it must have some fast charging support such as vivo dual engine .,2,5,769,3
"camera quality is awesome, the fingerprint reader is fast and the all battery is really a monster and the performance was ultimate",4,5,771,0
"in one word this would definitely called as an ""hd monster"" the screen quality is the best one.",4,5,773,0
"coming to camera, the front was little disappointing, thought it would give an amazing pic but the back camera was awesome.",2,5,773,1
overall when camera kept aside this is the best mobile ever with cheap price  ,3,5,773,2
he is currently in twelfth standard and this phone is really helpful for him for his online studies as it has such a good amoled display and a good supportive 6000 mah battery.,3,5,775,0
great battery life.,3,5,777,0
awesome screen quality.,4,5,777,1
heats up quickly.,1,5,777,2
"you will get some pre-installed apps like netflix, outlook which cannon be installed",2,5,777,3
dont take it as a negative thing as the processor is not snapdragon.,2,5,779,0
its fingerprint reader quality is best.,3,5,783,0
and also the battery life of this phone is longer than other phone.,3,5,783,1
because of 6000 mh battery power.,2,5,783,2
camera quality is also good.,3,5,783,3
my phone is sometimes hanging. showing samsung logo only.camera quality average .,1,5,785,0
i don't think it is 48 m pixel.when zooming the photo. picture fades,2,5,785,1
battery back up is  good.,3,5,785,2
"great package at this price with brand trust ,everything is great except battery.",2,5,787,0
not looks like fast  charging,1,5,787,1
you can go with these if your priority  is not gaming.superb phone for regular use with great sampled display.,2,5,787,2
"speaker volume cracks when on voice or video calls taken on external speaker, it irritates me , rest front camera is above average , dynamic range is fantastic.",2,5,789,0
"performance, battery backup, camera everything is best under this price tag.",3,5,791,0
no lag or heating issues whatsoever.,3,5,791,3
"camera quality is very high, battery life is also good and it comes with fast charger also.",3,5,793,0
amazing phone with great pricetotally justified .camera feature great .finger print must be great,3,5,795,0
display also superb,4,5,795,1
ram and phone performance great,3,5,795,2
dolby sound feels great,3,5,795,3
"design is really good,battery life is surprising, ram and  internal memory is good, graphics is good, more features are included in m1.",4,5,797,0
bt in case of camera it shows 48 mp but image does't has that much quality.,1,5,797,1
and samsung says its a fast charging model bt its an absolute lie.,1,5,797,2
"the phone is awesome ui looks great silky and buttery smooth,camera is decent,",3,5,799,0
"battery life is one of the best so far,",4,5,799,2
display quality is brilliant,4,5,799,3
"better than realme 6 and red note 9 pro,super quality super amoled seen",3,5,799,4
it is a wrong thing to give a 15 watt charger and a 9 watt charger.,1,5,801,0
"best camera, very good battery life, eat body material, average weight, best performance, best display.",4,5,803,0
"overall phone is very good in this budget  with monster battery, good camera and super amoled display with full hd + display, and dolby atoms sound in earphone is very  crystal clear and relaxing.",3,5,805,0
only one thing  need to be improved default app lock is not available  .i request to samsung  to give  s secure or other default app lock feature.,2,5,805,4
"bad network quality, signal strength low.",1,5,807,0
"phone jack is not working, headphones not detecting, with headphones opposite person not able to here when give a call.",1,5,809,0
the camera quality is excellent.,3,5,811,0
the ui is user friendly.,3,5,811,1
obviously the most powerful feature is the camera quality.,3,5,813,0
for students like us who are preparing for competitions from home need a monster battery and this is a complete package.,3,5,813,1
camera is oss and all i can is is that samsung this series is not gonna disappoint anyone for sure and at last thanks to amazon for their service in harsh quarantine,3,5,813,2
well i need a phone which can last upto a long time without charging the phone again and again but with it's 6000 mah battery it totally met my requirements.,3,5,815,0
the camera quality is excellent and all the basic functioning in this phone is quite impressing.,3,5,815,1
mobile hang and charging to late,1,5,817,0
amoled display experience like never before.,3,5,819,0
very much disappointed as the screen was broken by just falling from bed (about 3 feet).,0,5,821,0
best value for money phone with super amoled screen.,3,5,823,0
"it lacks fast charges inside box, takes 4 hours for full charge from zero with provided charges.",2,5,823,1
rest be assured it will not disappoint you at any front on performance and specs.,2,5,823,2
best in class camera,4,5,825,0
camera features  is too good,4,5,825,1
phone display quality  is just awesome,4,5,825,2
heavy battery life and speed charge to  loved it      ,3,5,825,3
camera - 5/5,4,5,825,4
display - 5/5,4,5,825,5
battery -5/5,4,5,825,6
fingerprint reader -5/5,4,5,825,7
good battery  back up,3,5,827,0
super screen,3,5,827,1
fast charger,3,5,827,2
only charger cable is small,2,5,827,3
"a super budget phone, awesome performance, awesome look handy filling to lightweight.",4,5,829,0
it's very bad charging time.,1,5,831,0
it's consume very very long time charging mobile.,1,5,831,1
it's really very slow charger and it's is very bad.,0,5,831,2
it's not complete fast charger.  my response is very bad in charging this mobile.,0,5,831,3
its battery life is really awesome.,4,5,833,0
camera quality in daylight is  so realistic with true colour.,3,5,833,1
and super amoled screen display is pretty cool.,3,5,833,2
i watched a couple of movies and webseries and my battery still didn't get down,2,5,835,0
the camera works better than canon or nikon.,3,5,835,1
"awesome camera, awesome fingerprint sensor and the biggest battery with a beautiful amoled screen.",4,5,837,0
"""battery life"".",2,5,839,0
you can evaluate battery life when you have full charging!!!,2,5,839,1
"i am not satisfied with the product just want to return it, everything is good(like camera, features, finger print) but just to get 90% charge in the phone it take not less than 6-7 hours which is not adjustable for any user i feel!!",1,5,839,2
pros: 1.display,3,5,841,0
2.battery life,2,5,841,1
3.camera in daylight takes some amazing pictures,3,5,841,2
slow charging,1,5,841,3
2.camera lags in low light situations,1,5,841,4
i like to battery life,3,5,843,0
wow i was looking for longer battery life with affordable price and this samsung m1 satisfy me.,3,5,845,0
fingerprint reader also awesome.,4,5,845,1
"its 128gb storage, 6 gb ram, dolby atoms etc.",2,5,845,2
and one thing that i like the most with samsung is its display quality.,3,5,845,3
its camera is nothing to say but wonderful.,4,5,845,4
good camera quality but disappointed by its fingerprint sensors sensing it does't allows easy  fingerprint capture,2,5,849,0
it has an extended battery life that is a good.,3,5,849,2
very useful apps were pre installed in the phone that was not good,2,5,849,3
"the screen, it's awesome no budget phone has this kind of screen you will love it.",4,5,851,0
the battery it's a monster.,4,5,851,1
worst cell i have ever brought charging is very slow for 1 hour charge only 10% increasing it means from 0 to 100 it takes 8 to 10 hours worst cell .,0,5,853,0
"just charge it once, use it whole day.",2,5,855,0
no need to put on charging more than once.,2,5,855,1
"battery life is awesome, camera, fingerprint sensor, everything is damn good.",4,5,855,2
software downloading speed is very slow,1,5,857,0
"samsung demand, they provide 6000 mah battery but it's life compare to low 4000 mah battery.",2,5,859,0
camera quality as per low quality whatever samsung demand.,2,5,859,1
the display quality is top notch and is ideal for users who stream a lot of movies and videos,3,5,861,0
the 6000mah battery is a big plus and the one ui interface is clean and user friendly,3,5,861,1
the camera offers good day light performance and offers decent low light shots.,3,5,861,3
cons:this phone takes lot of time to charge.like more than 3 hours to get fully charged.,1,5,865,0
pros:camera and batterylife is superb,3,5,865,1
if u want to take good videos and pictures this phone is the best.,4,5,865,2
